"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1.05465106774071,-0.0384580732871627,-1.81110563236635,0.996121140639399,-0.668088219320774,-2.46570873304953,-1.16805363675693,1.4113037540936,1.45269344719285
1.41243885244652,0.835673038101996,2.56837090390653,-0.787698069045568,3.20714751373072,1.64842543278295,-0.304859024480565,-1.22521396281591,-2.53101055138849
-0.234193241522971,1.37267935436018,-2.07313975726503,0.962390707872037,-1.79045397844078,1.67552321124723,-0.622561209528346,2.42808256005872,-0.637213721178993
-0.46327478849907,1.54312868294695,-0.389311425038122,-1.09887757508756,-0.111903070662981,-2.09877517155408,3.16933419923363,-2.49737624491191,-1.5418328084411
-0.400325176958564,-0.49957761968365,0.630249125148059,1.83992312973415,1.14474043245709,0.748424989311466,-1.95443478101445,2.48499164910196,2.17313208137547
-1.35328809524034,-2.25684230056874,-2.4979523668378,-0.573120590017813,-1.89516055208456,0.421929507013055,-0.498729247198085,-1.82353398124616,-0.499931018133067
1.51014473530225,0.341395611955185,0.490176986666884,-1.31688608505108,-0.214737551138024,-0.108351486214552,2.7368498906858,1.21870559284829,1.08974544640056
-0.628332425308761,0.992985806854074,0.0899665011618072,-1.11414645847761,-1.81989606552132,-0.283954169375042,-1.54356603294789,-0.277431790273791,-0.0855683699933505
1.36957265928475,-0.0457741115698699,1.89787834854353,2.69201209314647,2.87552547920686,-1.26664143379971,0.515793795363729,-0.0894466089965186,-1.49647212500859
-2.83727169674839,-1.79865593339809,-2.25795290334167,-0.693302416901571,-0.0134709642432679,0.76016684653423,-0.20791052494108,0.410174952002913,0.877551227959813
1.23355704066448,1.04448252320461,1.52693904815629,-0.284542041641625,0.183765447416631,-0.477498244164083,-0.810498889086835,0.567595104969037,-2.28116559224523
0.35323731760892,3.14322390528352,0.155140505920463,2.00009611717505,-1.7398343747648,3.47124293166504,0.243302345823036,-1.75116725504971,1.58386838848731
0.154490417818583,-3.96433627311349,-0.384509198346224,-0.49538649701169,-0.754306453483633,-1.56870266118064,-0.419360639285727,0.710073578001776,2.64745407286295
2.03876876230276,-1.0380697684306,-1.37785249563513,-0.561597958874877,2.17182366150493,-1.12385914191276,-0.677116074888997,-0.983588410425102,-2.22241552577839
-1.07533155209314,1.55073768891041,1.44434931893087,-0.789423472777321,-0.952876301894505,0.572560920821204,-1.568194485186,0.512744566002813,1.87933356240048
-1.60549558322402,0.143177932101595,1.25557309563772,-0.228685574038069,0.748752588145725,-0.366514245305583,1.49987346145602,-0.366769246913575,-1.16363031795266
0.0136641895577463,1.30799976553799,-1.11166646048128,-0.212573354727066,-0.482103864128842,0.647181186871165,0.837068172209094,-0.349919058722945,-0.178673226688444
0.457010503809316,-0.993127276665709,0.171857078677927,-1.05442290226678,-0.763381806848521,-0.58526433092412,1.17944822716277,-2.05460240122929,0.0819087940657433
1.49396275766807,0.0480806124045681,0.0302692171878118,2.89528266578628,3.00405557775456,-0.292671043199721,-0.563439758137864,2.11451263666415,-0.173046507631907
-2.51492176229252,0.0344327797458587,0.930190388475252,-2.1901140195149,-1.7942039784114,0.609047483012748,0.762666646034791,1.42082214775285,1.29868342470045
2.23162921108591,-1.17421651622846,-1.54291972038316,-1.19283116815337,-1.91841656112483,-1.08263550946948,-0.704938691757057,-0.462533587991117,-2.33830616538394
0.818244848213865,1.25649577629467,-0.531071658257844,2.0446326848196,0.710505813283123,0.901221025085481,-2.54867076814655,0.109205345894014,1.52130380731691
-2.05483034358082,-0.339017233128948,0.910175752592153,0.225716933578013,2.23608161378938,0.161876486105297,2.08688989252612,-1.61647675238407,-0.187511626605069
-0.818136511091619,0.926522045939968,-1.24089203354279,-0.635647150384722,-0.798624261205641,-0.29189227560759,0.115835173011273,-0.444235172346212,-0.698770436328157
2.37939572280519,-0.983143847171849,1.57980754323358,-1.90000681546167,-0.502901648704816,-0.832706350977147,0.89427889740296,1.41832231820839,0.886627726030517
